id,accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,azimuth,pitch,roll
1,-0.521438598632812,-5.18930339813232,8.24960327148438,0.019805908203125,-0.0551300048828125,-0.0562744140625,-2.5237135887146,0.56059867143631,0.0631237477064133
2,0.452407836914062,-4.84338665008545,9.26876831054688,-0.057525634765625,0.318756103515625,-0.11309814453125,-2.56887769699097,0.481035530567169,-0.0487712137401104
3,-0.893402099609375,-6.05102825164795,10.6015014648438,-0.0236358642578125,0.041961669921875,-0.29132080078125,-2.56223964691162,0.517128229141235,0.0840726345777512
4,-1.40876770019531,-4.30191326141357,8.41722106933594,-0.26275634765625,0.358978271484375,0.329452514648437,-2.63631463050842,0.466901063919067,0.165830314159393
5,-0.985031127929688,-4.74031352996826,6.94404602050781,0.7005615234375,-0.0252532958984375,-0.38958740234375,-2.63188052177429,0.594352722167969,0.140912488102913
6,-1.28981018066406,-4.67201519012451,8.21101379394531,-0.154495239257812,0.16943359375,0.240142822265625,-2.69215631484985,0.51208633184433,0.155809730291367
7,-1.53594970703125,-5.50645732879639,8.83000183105469,-0.0126953125,0.193634033203125,-0.05316162109375,-2.69856309890747,0.550927579402924,0.172223478555679
8,-0.43304443359375,-5.61831951141357,7.51390075683594,-0.1810302734375,-0.15472412109375,-0.341659545898437,-2.63485217094421,0.641247510910034,0.05756875872612
9,-0.92718505859375,-5.83273601531982,6.47799682617187,0.130874633789063,0.08349609375,-0.07965087890625,-2.47761082649231,0.727992415428162,0.142162829637527
10,-0.506134033203125,-5.92573833465576,9.05067443847656,-0.2042236328125,-0.255340576171875,-0.444564819335937,-2.55515766143799,0.578977167606354,0.0558640584349632
11,-0.430572509765625,-5.76309490203857,7.38754272460937,0.053253173828125,-0.166732788085937,-0.351242065429687,-2.47557520866394,0.649367988109589,-0.0900039449334145
12,-0.223114013671875,-6.87126445770264,7.33427429199219,-0.03778076171875,-0.549057006835937,-0.970016479492188,-2.34276843070984,0.752585411071777,0.0304113570600748
